model,dashboard,candidate_project,status,s_data,s_int,data_file_match,compiled_episode_count,error
gemini-3.1-pro,tableau_dashboard_4836_3,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_4836_3,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_refine5_216,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_refine5_216,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_8501,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_8501,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_1229,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_1229,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_6033,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_6033,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_refine5_425,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_refine5_425,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_3430_3,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_3430_3,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_10115,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_10115,ok,0.05080513003964769,0.0,True,3,
gemini-3.1-pro,tableau_dashboard_4836_2,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_4836_2,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_refine5_483,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_refine5_483,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_3980_1,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_3980_1,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_3430_2,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_3430_2,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_refine5_415,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_refine5_415,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_8077_2,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_8077_2,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_696_1,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_696_1,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_refine5_505,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_refine5_505,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_refine5_391,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_refine5_391,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_refine5_157,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_refine5_157,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_refine_5198,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_refine_5198,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_3330_2,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_3330_2,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_refine5_167,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_refine5_167,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_10845,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_10845,ok,0.25479166666666664,0.13743055555555556,True,4,
gemini-3.1-pro,tableau_dashboard_5182,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_5182,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_3014,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_3014,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_4838,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_4838,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_refine5_177,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_refine5_177,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_5417_2,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_5417_2,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_refine5_184,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_refine5_184,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_4836,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_4836,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_5417_5,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_5417_5,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_refine5_171,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_refine5_171,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_1107_1,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_1107_1,ok,0.7136507936507938,0.45,True,1,
gemini-3.1-pro,tableau_dashboard_5417_4,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_5417_4,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_refine5_182,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_refine5_182,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_refine2_4592,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_refine2_4592,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_5781,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_5781,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_refine5_451,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_refine5_451,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_refine5_460,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_refine5_460,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_160,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_160,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_303_2,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_303_2,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_1378_1,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_1378_1,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_1664,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_1664,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_refine5_405,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_refine5_405,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_451_1,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_451_1,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_303_4,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_303_4,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_refine5_495,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_refine5_495,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_3533,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_3533,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_refine5_201,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_refine5_201,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_refine5_206,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_refine5_206,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_1665,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_1665,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_1230,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_1230,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_2819,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_2819,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_3980_4,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_3980_4,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_121,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_121,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_1473_2,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_1473_2,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_1223_2,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_1223_2,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_3980_2,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_3980_2,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_6490,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_6490,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_3572,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_3572,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_1225,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_1225,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_refine4_3512,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_refine4_3512,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_refine_334,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_refine_334,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_5417,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_5417,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_refine5_10700,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_refine5_10700,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_4836_1,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_4836_1,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_refine5_225,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_refine5_225,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_7172_1,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_7172_1,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_refine5_196,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_refine5_196,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_1968,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_1968,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_269,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_269,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_refine5_555,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_refine5_555,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_refine5_155,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_refine5_155,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_refine5_163,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_refine5_163,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_refine5_190,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_refine5_190,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_602,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_602,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_refine5_565,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_refine5_565,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_3330_1,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_3330_1,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_696_3,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_696_3,error,,,,,generation failed
gemini-3.1-pro,tableau_dashboard_3259,/Users/liuhongxu/Documents/vabench/generated-react-app-v2-gemini-3.1-pro/tableau_dashboard_3259,error,,,,,generation failed
